,LOTAÇÃO EXERCÍCIO,REM_LIQUIDA,CATEGORIA
3527,Escritório de Apoio nº 1 da Senadora Mailza Gomes,6846.48,CARGO EM COMISSÃO
3528,Gabinete do Senador Marcelo Castro,7096.41,CARGO EM COMISSÃO
3530,Gabinete do Senador Vanderlan Cardoso,6478.29,CARGO EM COMISSÃO
3531,Gabinete do Senador Roberto Rocha,6846.48,CARGO EM COMISSÃO
3532,Gabinete da Senadora Soraya Thronicke,6846.48,CARGO EM COMISSÃO
3533,Escritório de Apoio 1 do Senador Carlos Viana,6846.48,CARGO EM COMISSÃO
3534,Gabinete do Senador Cid Gomes,6846.48,CARGO EM COMISSÃO
3536,Gabinete do Senador Nelsinho Trad,6846.48,CARGO EM COMISSÃO
3537,Gabinete do Senador Jayme Campos,6846.48,CARGO EM COMISSÃO
3538,Escritório de Apoio 1 do Senador Jean Paul Prates,6559.84,CARGO EM COMISSÃO
3539,Gabinete do Senador Ciro Nogueira,6109.63,CARGO EM COMISSÃO
3540,Escritório de Apoio 1 do Senador Paulo Rocha,6770.23,CARGO EM COMISSÃO
3541,Escritório de Apoio do Senador Ciro Nogueira,6846.48,CARGO EM COMISSÃO
3543,Escritório de Apoio 1 da Senadora Daniella Ribeiro,6846.48,CARGO EM COMISSÃO
3544,Escritório de Apoio 1 da Senadora Daniella Ribeiro,6898.62,CARGO EM COMISSÃO
3545,Gabinete do Senador Rogério Carvalho,6846.48,CARGO EM COMISSÃO
3546,Gabinete do Senador Romário,6846.48,CARGO EM COMISSÃO
3547,Gabinete do Senador Jayme Campos,6846.48,CARGO EM COMISSÃO
3548,Escritório de Apoio 1 do Senador José Serra,6846.48,CARGO EM COMISSÃO
3549,Escritório de Apoio 1 do Senador Márcio Bittar,6898.62,CARGO EM COMISSÃO
3550,Gabinete do Senador Carlos Fávaro,6846.48,CARGO EM COMISSÃO
3551,Gabinete do Senador Zequinha Marinho,6898.62,CARGO EM COMISSÃO
3552,Gabinete do Senador Eduardo Girão,6846.48,CARGO EM COMISSÃO
3553,Escritório de Apoio 1 do Senador Márcio Bittar,6846.48,CARGO EM COMISSÃO
3554,Gabinete do Senador Carlos Fávaro,6846.48,CARGO EM COMISSÃO
3555,Escritório de Apoio nº 1 do Senador Lasier Martins,6846.48,CARGO EM COMISSÃO
3559,Gabinete do Senador Elmano Férrer,6846.48,CARGO EM COMISSÃO
3560,Gabinete do Senador Marcelo Castro,6846.48,CARGO EM COMISSÃO
3561,Escritório de Apoio 1 do Senador Marcelo de Castro,6846.48,CARGO EM COMISSÃO
3562,Escritório de Apoio 1 do Senador Plínio Valério,6846.48,CARGO EM COMISSÃO
3563,Escritório de Apoio nº 1 do Senador Irajá,6846.48,CARGO EM COMISSÃO
3564,Escritório de Apoio do Senador Rodrigo Pacheco,3451.16,CARGO EM COMISSÃO
3565,Escritório de Apoio 1 do Senador Márcio Bittar,6898.62,CARGO EM COMISSÃO
3566,Escritório de Apoio 1 da Senadora Zenaide Maia,6846.48,CARGO EM COMISSÃO
3567,Escritório de Apoio nº1 do Senador Carlos Portinho,6846.48,CARGO EM COMISSÃO
3568,Escritório de Apoio 1 do Senador Marcos Rogério,6846.48,CARGO EM COMISSÃO
3569,Escritório de Apoio 1 do Senador Nelsinho Trad,6846.48,CARGO EM COMISSÃO
3570,Gabinete do Senador Veneziano Vital do Rêgo,6846.48,CARGO EM COMISSÃO
3572,Gabinete do Senador Zequinha Marinho,6846.48,CARGO EM COMISSÃO
3573,Gabinete do Senador Mecias de Jesus,6846.48,CARGO EM COMISSÃO
3574,Escritório de Apoio 1 do Senador Carlos Viana,6846.48,CARGO EM COMISSÃO
3575,Gabinete do Senador Lucas Barreto,6846.48,CARGO EM COMISSÃO
3576,Gabinete do Senador Carlos Portinho,6846.48,CARGO EM COMISSÃO
3578,Escritório de Apoio 1 da Senadora Soraya Thronicke,6846.48,CARGO EM COMISSÃO
3579,Gabinete do Senador Nelsinho Trad,5373.7,CARGO EM COMISSÃO
3580,Escritório de Apoio 1 da Senadora Mara Gabrilli,6425.7,CARGO EM COMISSÃO
3583,Escritório de Apoio do Senador Flávio Arns,3652.69,CARGO EM COMISSÃO
3585,Gabinete do Senador Davi Alcolumbre,2359.48,CARGO EM COMISSÃO
3587,Escritório de Apoio 1 do Senador José Serra,8477.06,CARGO EM COMISSÃO
3588,Gabinete do Senador Flávio Arns,8633.47,CARGO EM COMISSÃO
3589,Gabinete da Senadora Soraya Thronicke,8477.06,CARGO EM COMISSÃO
3591,Escritório de Apoio do Senador Flávio Arns,8477.06,CARGO EM COMISSÃO
3592,Escritório de Apoio do Senador Flávio Arns,8529.2,CARGO EM COMISSÃO
3593,Gabinete do Senador Flávio Arns,8581.33,CARGO EM COMISSÃO
3595,Escritório de Apoio do Senador Renan Calheiros,8477.06,CARGO EM COMISSÃO
3596,Escritório de Apoio do Senador Renan Calheiros,8477.06,CARGO EM COMISSÃO
3598,Gabinete do Senador Randolfe Rodrigues,8477.06,CARGO EM COMISSÃO
3601,Gabinete do Senador Mecias de Jesus,8477.06,CARGO EM COMISSÃO
3602,Gabinete do Senador Luis Carlos Heinze,8529.2,CARGO EM COMISSÃO
3603,Gabinete da Senadora Mara Gabrilli,8529.2,CARGO EM COMISSÃO
3604,Gabinete do Senador Jean Paul Prates,9111.54,CARGO EM COMISSÃO
3605,Gabinete do Senador Jean Paul Prates,-1030.83,CARGO EM COMISSÃO
3606,Gabinete do Senador Veneziano Vital do Rêgo,8529.2,CARGO EM COMISSÃO
3608,Gabinete do Senador Lucas Barreto,10304.81,CARGO EM COMISSÃO
3609,Gabinete do Senador Weverton Rocha,8477.06,CARGO EM COMISSÃO
3611,Gabinete do Senador Confúcio Moura,8581.33,CARGO EM COMISSÃO
3613,Gabinete do Senador Styvenson Valentim,8477.06,CARGO EM COMISSÃO
3615,Gabinete do Senador Romário,8477.06,CARGO EM COMISSÃO
3616,Gabinete do Senador Humberto Costa,8477.06,CARGO EM COMISSÃO
3617,Escritório de Apoio 1 do Senador Otto Alencar,8477.06,CARGO EM COMISSÃO
3618,Escritório de Apoio 1 do Senador Otto Alencar,8477.06,CARGO EM COMISSÃO
3619,Gabinete da Senadora Zenaide Maia,8477.06,CARGO EM COMISSÃO
3621,Gabinete do Senador Flávio Arns,8477.06,CARGO EM COMISSÃO
3622,Escritório de Apoio 1 do Senador Otto Alencar,8477.06,CARGO EM COMISSÃO
3623,Gabinete da Senadora Rose de Freitas,8633.47,CARGO EM COMISSÃO
3624,Escritório de Apoio 1 do Senador José Serra,8477.06,CARGO EM COMISSÃO
3625,Escritório de Apoio 1 do Senador José Serra,8477.06,CARGO EM COMISSÃO
3626,Gabinete do Senador Mecias de Jesus,8529.2,CARGO EM COMISSÃO
3627,Gabinete do Senador Lucas Barreto,8604.45,CARGO EM COMISSÃO
3630,Gabinete do Senador Carlos Viana,8529.2,CARGO EM COMISSÃO
3631,Gabinete da Senadora Maria do Carmo Alves,8633.47,CARGO EM COMISSÃO
3632,Gabinete da Senadora Leila Barros,8581.33,CARGO EM COMISSÃO
3635,Escritório de Apoio do Senador Sérgio Petecão,8477.06,CARGO EM COMISSÃO
3637,Escritório de Apoio do Senador Sérgio Petecão,8477.06,CARGO EM COMISSÃO
3638,Escritório de Apoio 2 Senador Luis Carlos Heinze,8477.06,CARGO EM COMISSÃO
3639,Escritório de Apoio 1 Senador Luis Carlos Heinze,8477.06,CARGO EM COMISSÃO
3640,Escritório de Apoio 1 do Senador Jorginho Mello,8581.33,CARGO EM COMISSÃO
3641,Gabinete do Senador Confúcio Moura,8477.06,CARGO EM COMISSÃO
3642,Escritório de Apoio 1 do Senador Jean Paul Prates,8266.67,CARGO EM COMISSÃO
3643,Gabinete do Senador Rodrigo Cunha,8477.06,CARGO EM COMISSÃO
3644,Escritório de Apoio 1 do Senador Marcos Rogério,8581.33,CARGO EM COMISSÃO
3645,Escritório de Apoio 1 do Senador Rodrigo Cunha,8477.06,CARGO EM COMISSÃO
3646,Escritório de Apoio 1 do Senador Carlos Viana,8477.06,CARGO EM COMISSÃO
3647,Escritório de Apoio do Senador Flávio Arns,8477.06,CARGO EM COMISSÃO
3648,Escritório de Apoio 1 do Senador Jorginho Mello,8477.06,CARGO EM COMISSÃO
3649,Escritório de Apoio 1 da Senadora Eliziane Gama,8477.06,CARGO EM COMISSÃO
3650,Escritório de Apoio nº 1 do Senador Eduardo Gomes,8477.06,CARGO EM COMISSÃO
3652,Gabinete do Senador Luis Carlos Heinze,8785.84,CARGO EM COMISSÃO
3653,Escritório de Apoio 1 do Senador Rodrigo Cunha,8477.06,CARGO EM COMISSÃO
3654,Escritório de Apoio do Senador Rodrigo Pacheco,8477.06,CARGO EM COMISSÃO
3655,Gabinete do Senador Omar Aziz,8711.9,CARGO EM COMISSÃO
3656,Escritório de Apoio 1 da Senadora Zenaide Maia,8477.06,CARGO EM COMISSÃO
3657,Escritório de Apoio do Senador Rodrigo Pacheco,8477.06,CARGO EM COMISSÃO
3658,Gabinete do Senador Randolfe Rodrigues,8477.06,CARGO EM COMISSÃO
3659,Escritório de Apoio 1 do Senador Marcelo de Castro,8529.2,CARGO EM COMISSÃO
3660,Gabinete do Senador Sérgio Petecão,8477.06,CARGO EM COMISSÃO
3661,Gabinete do Senador Irajá,8477.06,CARGO EM COMISSÃO
3663,Escritório de Apoio 1 do Senador Marcelo de Castro,8477.06,CARGO EM COMISSÃO
3664,Escritório de Apoio 1 do Senador Marcos Rogério,8477.06,CARGO EM COMISSÃO
3665,Gabinete do Senador Izalci Lucas,8581.33,CARGO EM COMISSÃO
3666,Gabinete do Senador Alvaro Dias,8529.2,CARGO EM COMISSÃO
3667,Gabinete do Senador Lucas Barreto,8477.06,CARGO EM COMISSÃO
3670,Gabinete do Senador Rodrigo Pacheco,8477.06,CARGO EM COMISSÃO
3671,Escritório de Apoio 1 do Senador Angelo Coronel,8581.33,CARGO EM COMISSÃO
3672,Gabinete do Senador Roberto Rocha,8581.33,CARGO EM COMISSÃO
3674,Gabinete do Senador Lucas Barreto,8685.62,CARGO EM COMISSÃO
3675,Gabinete do Senador Izalci Lucas,8477.06,CARGO EM COMISSÃO
3676,Escritório de Apoio 1 da Senadora Zenaide Maia,8581.33,CARGO EM COMISSÃO
3677,Gabinete do Senador Izalci Lucas,5765.61,CARGO EM COMISSÃO
3678,Gabinete do Senador Wellington Fagundes,8529.2,CARGO EM COMISSÃO
3679,Escritório de Apoio 1 do Senador Confúcio Moura,8477.06,CARGO EM COMISSÃO
3680,Gabinete do Senador Nelsinho Trad,8529.2,CARGO EM COMISSÃO
3681,Gabinete do Senador Nelsinho Trad,8477.06,CARGO EM COMISSÃO
3682,Escritório de Apoio do Senador Eduardo Braga,8805.42,CARGO EM COMISSÃO
3686,Gabinete do Senador Eduardo Girão,8581.33,CARGO EM COMISSÃO
3687,Gabinete do Senador Eduardo Girão,-1030.81,CARGO EM COMISSÃO
3688,Escritório Apoio 1 do Senador Randolfe Rodrigues,8477.06,CARGO EM COMISSÃO
3689,Escritório de Apoio 1 do Senador Jorginho Mello,8477.06,CARGO EM COMISSÃO
3690,Gabinete do Senador Luiz Carlos do Carmo,8581.33,CARGO EM COMISSÃO
3691,Gabinete do Senador Carlos Viana,8477.06,CARGO EM COMISSÃO
3692,Gabinete do Senador Veneziano Vital do Rêgo,8477.06,CARGO EM COMISSÃO
3693,Gabinete do Senador Fabiano Contarato,8477.06,CARGO EM COMISSÃO
3694,Escritório de Apoio 1 do Senador Carlos Fávaro,8477.06,CARGO EM COMISSÃO
3695,Escritório de Apoio 1 do Senador Carlos Fávaro,8477.06,CARGO EM COMISSÃO
3696,Escritório de Apoio nº1 do Senador Carlos Portinho,8477.06,CARGO EM COMISSÃO
3697,Escritório de Apoio nº 1 da Senadora Mailza Gomes,8477.06,CARGO EM COMISSÃO
3698,Gabinete do Senador Eduardo Braga,8214.06,CARGO EM COMISSÃO
3699,Escritório de Apoio 1 da Senadora Zenaide Maia,6110.09,CARGO EM COMISSÃO
3705,Gabinete do Senador Alvaro Dias,2912.41,CARGO EM COMISSÃO
3707,Gabinete do Senador Eduardo Braga,3927.79,CARGO EM COMISSÃO
3709,Gabinete do Senador Angelo Coronel,3749.4,CARGO EM COMISSÃO
3710,Gabinete do Senador Marcos Rogério,4344.36,CARGO EM COMISSÃO
3711,Gabinete do Senador Fabiano Contarato,3836.82,CARGO EM COMISSÃO
3712,Gabinete do Senador Humberto Costa,3980.04,CARGO EM COMISSÃO
3714,Gabinete do Senador Jayme Campos,3749.4,CARGO EM COMISSÃO
3716,Gabinete do Senador Tasso Jereissati,3910.28,CARGO EM COMISSÃO
3717,Gabinete do Senador Irajá,4543.81,CARGO EM COMISSÃO
3718,Gabinete do Senador Rodrigo Cunha,3881.84,CARGO EM COMISSÃO
3719,Gabinete da Senadora Kátia Abreu,3749.62,CARGO EM COMISSÃO
3720,Gabinete do Senador Fernando Collor,3865.27,CARGO EM COMISSÃO
3721,Gabinete do Senador Carlos Fávaro,3749.4,CARGO EM COMISSÃO
3722,Gabinete do Senador Nelsinho Trad,4333.04,CARGO EM COMISSÃO
3725,Gabinete do Senador Eduardo Braga,3749.4,CARGO EM COMISSÃO
3726,Gabinete do Senador Esperidião Amin,3865.27,CARGO EM COMISSÃO
3728,Gabinete do Senador Acir Gurgacz,3826.24,CARGO EM COMISSÃO
3730,Gabinete do Senador Jaques Wagner,3749.4,CARGO EM COMISSÃO
3731,Gabinete do Senador Roberto Rocha,3792.05,CARGO EM COMISSÃO
3734,Gabinete do Senador Jean Paul Prates,3826.24,CARGO EM COMISSÃO
3735,Escritório de Apoio Senadora Maria do Carmo Alves,3749.4,CARGO EM COMISSÃO
3736,Escritório de Apoio 1 do Senador Telmário Mota,3749.4,CARGO EM COMISSÃO
3737,Gabinete do Senador Fernando Bezerra Coelho,4538.99,CARGO EM COMISSÃO
3738,Gabinete do Senador Jean Paul Prates,3993.97,CARGO EM COMISSÃO
3739,Gabinete do Senador Omar Aziz,3749.4,CARGO EM COMISSÃO
3740,Gabinete do Senador Romário,3826.24,CARGO EM COMISSÃO
3741,Escritório de Apoio 1 do Senador Paulo Rocha,3792.05,CARGO EM COMISSÃO
3742,Gabinete do Senador Luiz Carlos do Carmo,3854.67,CARGO EM COMISSÃO
3743,Escritório Apoio 1 do Senador Randolfe Rodrigues,3749.4,CARGO EM COMISSÃO
3744,Gabinete da Senadora Nilda Gondim,3826.24,CARGO EM COMISSÃO
3745,Escritório de Apoio 1 do Senador José Serra,3749.4,CARGO EM COMISSÃO
3747,Gabinete do Senador Acir Gurgacz,3792.05,CARGO EM COMISSÃO
3749,Escritório de Apoio do Senador Renan Calheiros,3792.05,CARGO EM COMISSÃO
3750,Escritório de Apoio do Senador Sérgio Petecão,3749.4,CARGO EM COMISSÃO
3752,Gabinete do Senador Paulo Paim,3749.4,CARGO EM COMISSÃO
3753,Gabinete do Senador Romário,3749.4,CARGO EM COMISSÃO
3754,Gabinete do Senador Rogério Carvalho,4495.38,CARGO EM COMISSÃO
3755,Gabinete do Senador Styvenson Valentim,3792.05,CARGO EM COMISSÃO
3756,Gabinete do Senador Elmano Férrer,4516.48,CARGO EM COMISSÃO
3757,Escritório de Apoio 1 da Senadora Rose de Freitas,3749.4,CARGO EM COMISSÃO
3758,Gabinete da Senadora Eliziane Gama,3749.4,CARGO EM COMISSÃO
3759,Escritório de Apoio 1 do Senador Chico Rodrigues,3749.4,CARGO EM COMISSÃO
3760,Gabinete da Senadora Mara Gabrilli,3826.24,CARGO EM COMISSÃO
3761,Gabinete do Senador Márcio Bittar,3889.11,CARGO EM COMISSÃO
3762,Gabinete do Senador Márcio Bittar,609.12,CARGO EM COMISSÃO
3763,Gabinete da Senadora Zenaide Maia,3749.4,CARGO EM COMISSÃO
3764,Gabinete do Senador Zequinha Marinho,4199.08,CARGO EM COMISSÃO
3765,Gabinete do Senador Marcelo Castro,3749.4,CARGO EM COMISSÃO
3766,Gabinete do Senador Carlos Viana,3749.4,CARGO EM COMISSÃO
3767,Gabinete do Senador Luis Carlos Heinze,4369.64,CARGO EM COMISSÃO
3768,Gabinete do Senador Plínio Valério,4148.48,CARGO EM COMISSÃO
3769,Gabinete do Senador Jarbas Vasconcelos,3749.4,CARGO EM COMISSÃO
3770,Gabinete do Senador Cid Gomes,3792.05,CARGO EM COMISSÃO
3771,Gabinete da Senadora Leila Barros,3749.4,CARGO EM COMISSÃO
3772,Escritório de Apoio do Senador Izalci Lucas,3826.24,CARGO EM COMISSÃO
3773,Gabinete do Senador Lucas Barreto,4491.65,CARGO EM COMISSÃO
3774,Gabinete do Senador Carlos Portinho,4259.25,CARGO EM COMISSÃO
3775,Gabinete da Senadora Mailza Gomes,3749.4,CARGO EM COMISSÃO
3776,Gabinete do Senador Weverton Rocha,4595.81,CARGO EM COMISSÃO
3777,Gabinete do Senador Marcos do Val,3423.39,CARGO EM COMISSÃO
3778,Gabinete do Senador Eduardo Gomes,3749.4,CARGO EM COMISSÃO
3779,Escritório de Apoio 1 do Senador Antônio Anastasia,3749.4,CARGO EM COMISSÃO
3780,Gabinete do Senador Marcos Rogério,3265.33,CARGO EM COMISSÃO
3781,Gabinete do Senador Marcos Rogério,146.34,CARGO EM COMISSÃO
3783,Gabinete do Senador Flávio Bolsonaro,3784.43,CARGO EM COMISSÃO
3787,Gabinete do Senador Jáder Barbalho,3792.05,CARGO EM COMISSÃO
3788,Escritório de Apoio 1 da Senadora Eliziane Gama,3002.27,CARGO EM COMISSÃO
3789,Gabinete do Senador Eduardo Gomes,3749.4,CARGO EM COMISSÃO
3790,Gabinete da Senadora Daniella Ribeiro,3749.4,CARGO EM COMISSÃO
3791,Escritório de Apoio 1 do Senador Davi Alcolumbre,3749.4,CARGO EM COMISSÃO
3794,Gabinete do Senador Wellington Fagundes,3983.61,CARGO EM COMISSÃO
3795,Escritório de Apoio do Senador Rodrigo Pacheco,3749.4,CARGO EM COMISSÃO
3799,Gabinete do Senador Tasso Jereissati,13368.79,CARGO EM COMISSÃO
3801,Gabinete do Senador Nelsinho Trad,13484.59,CARGO EM COMISSÃO
3802,Gabinete do Senador Paulo Rocha,13473.05,CARGO EM COMISSÃO
3804,Escritório de Apoio do Senador Tasso Jereissati,13368.79,CARGO EM COMISSÃO
3805,Gabinete do Senador Alvaro Dias,13368.79,CARGO EM COMISSÃO
3806,Gabinete do Senador Davi Alcolumbre,13368.79,CARGO EM COMISSÃO
3807,Gabinete do Senador Alvaro Dias,13368.79,CARGO EM COMISSÃO
3809,Gabinete da Senadora Soraya Thronicke,13420.92,CARGO EM COMISSÃO
3810,Gabinete do Senador Alvaro Dias,13368.79,CARGO EM COMISSÃO
3811,Gabinete do Senador Renan Calheiros,13368.79,CARGO EM COMISSÃO
3812,Gabinete do Senador Plínio Valério,13368.79,CARGO EM COMISSÃO
3813,Gabinete do Senador Acir Gurgacz,15248.65,CARGO EM COMISSÃO
3815,Gabinete do Senador Sérgio Petecão,12025.67,CARGO EM COMISSÃO
3816,Gabinete do Senador Sérgio Petecão,1577.97,CARGO EM COMISSÃO
3817,Gabinete do Senador Fernando Bezerra Coelho,15248.65,CARGO EM COMISSÃO
3819,Gabinete do Senador Lasier Martins,13525.2,CARGO EM COMISSÃO
3822,Gabinete do Senador Márcio Bittar,13420.92,CARGO EM COMISSÃO
3823,Gabinete do Senador Izalci Lucas,13691.62,CARGO EM COMISSÃO
3824,Gabinete da Senadora Simone Tebet,13420.92,CARGO EM COMISSÃO
3826,Escritório de Apoio Senadora Maria do Carmo Alves,13368.79,CARGO EM COMISSÃO
3827,Gabinete do Senador Flávio Bolsonaro,13368.79,CARGO EM COMISSÃO
3828,Gabinete do Senador Alvaro Dias,13368.79,CARGO EM COMISSÃO
3829,Gabinete da Senadora Zenaide Maia,13368.79,CARGO EM COMISSÃO
3831,Gabinete da Senadora Kátia Abreu,13525.2,CARGO EM COMISSÃO
3834,Gabinete da Senadora Simone Tebet,13525.2,CARGO EM COMISSÃO
3835,Gabinete da Senadora Maria do Carmo Alves,13368.79,CARGO EM COMISSÃO
3836,Gabinete do Senador Antônio Anastasia,8703.35,CARGO EM COMISSÃO
3838,Gabinete do Senador Sérgio Petecão,13473.05,CARGO EM COMISSÃO
3841,Escritório de Apoio do Senador Sérgio Petecão,13368.79,CARGO EM COMISSÃO
3845,Escritório de Apoio do Senador Humberto Costa,7161.15,CARGO EM COMISSÃO
3846,Gabinete do Senador Humberto Costa,8703.35,CARGO EM COMISSÃO
3847,Escritório de Apoio do Senador Eduardo Braga,13368.79,CARGO EM COMISSÃO
3848,Gabinete do Senador Antônio Anastasia,13368.79,CARGO EM COMISSÃO
3849,Escritório de Apoio do Senador Humberto Costa,13420.92,CARGO EM COMISSÃO
3850,Gabinete do Senador Oriovisto Guimarães,9229.89,CARGO EM COMISSÃO
3851,Gabinete do Senador Tasso Jereissati,13420.92,CARGO EM COMISSÃO
3852,Gabinete do Senador Reguffe,5230.15,CARGO EM COMISSÃO
3853,Gabinete da Senadora Mailza Gomes,13356.79,CARGO EM COMISSÃO
3854,Gabinete do Senador Antônio Anastasia,13368.79,CARGO EM COMISSÃO
3855,Gabinete do Senador Roberto Rocha,13473.05,CARGO EM COMISSÃO
3856,Gabinete do Senador Wellington Fagundes,13473.05,CARGO EM COMISSÃO
3858,Escritório de Apoio 1 do Senador Antônio Anastasia,12812.91,CARGO EM COMISSÃO
3859,Escritório de Apoio 1 do Senador Jean Paul Prates,13368.79,CARGO EM COMISSÃO
3863,Gabinete do Senador Antônio Anastasia,13368.79,CARGO EM COMISSÃO
3864,Gabinete do Senador Marcelo Castro,13368.79,CARGO EM COMISSÃO
3866,Gabinete do Senador Chico Rodrigues,8703.35,CARGO EM COMISSÃO
3868,Gabinete do Senador Eduardo Braga,13368.79,CARGO EM COMISSÃO
3869,Gabinete do Senador Roberto Rocha,13368.79,CARGO EM COMISSÃO
3870,Gabinete da Senadora Leila Barros,13420.92,CARGO EM COMISSÃO
3871,Gabinete da Senadora Maria do Carmo Alves,13368.79,CARGO EM COMISSÃO
3873,Escritório de Apoio 1 da Senadora Mara Gabrilli,13368.79,CARGO EM COMISSÃO
3874,Escritório de Apoio 1 do Senador Plínio Valério,10720.55,CARGO EM COMISSÃO
3875,Escritório de Apoio 1 do Senador Plínio Valério,768.84,CARGO EM COMISSÃO
3876,Escritório de Apoio 1 do Senador Jaques Wagner,13473.05,CARGO EM COMISSÃO
3877,Gabinete do Senador Jorge Kajuru,13420.92,CARGO EM COMISSÃO
3879,Gabinete da Senadora Mara Gabrilli,13473.05,CARGO EM COMISSÃO
3880,Escritório de Apoio 1 do Senador Major Olimpio,13368.79,CARGO EM COMISSÃO
3881,Gabinete do Senador Confúcio Moura,13368.79,CARGO EM COMISSÃO
3882,Gabinete do Senador Márcio Bittar,12211.6,CARGO EM COMISSÃO
3883,Gabinete do Senador Oriovisto Guimarães,13420.92,CARGO EM COMISSÃO
3884,Gabinete do Senador Oriovisto Guimarães,13420.92,CARGO EM COMISSÃO
3885,Gabinete da Senadora Mara Gabrilli,13368.79,CARGO EM COMISSÃO
3886,Gabinete da Senadora Soraya Thronicke,13368.79,CARGO EM COMISSÃO
3887,Gabinete da Senadora Soraya Thronicke,13577.33,CARGO EM COMISSÃO
3888,Gabinete do Senador Major Olimpio,13368.79,CARGO EM COMISSÃO
3889,Gabinete do Senador Major Olimpio,13368.79,CARGO EM COMISSÃO
3890,Escritório de Apoio 1 do Senador Confúcio Moura,13368.79,CARGO EM COMISSÃO
3892,Escritório de Apoio 1 do Senador Esperidião Amin,13368.79,CARGO EM COMISSÃO
3893,Gabinete do Senador Alessandro Vieira,13420.92,CARGO EM COMISSÃO
3894,Gabinete do Senador Jayme Campos,13368.79,CARGO EM COMISSÃO
3895,Gabinete do Senador Luis Carlos Heinze,13368.79,CARGO EM COMISSÃO
3896,Gabinete do Senador Plínio Valério,13368.79,CARGO EM COMISSÃO
3897,Gabinete do Senador Rodrigo Pacheco,13420.92,CARGO EM COMISSÃO
3898,Escritório de Apoio 1 do Senador Nelsinho Trad,13368.79,CARGO EM COMISSÃO
3899,Escritório de Apoio 1 do Senador Nelsinho Trad,13368.79,CARGO EM COMISSÃO
3900,Escritório de Apoio 1 da Senadora Daniella Ribeiro,13473.05,CARGO EM COMISSÃO
3901,Gabinete da Senadora Daniella Ribeiro,13368.79,CARGO EM COMISSÃO
3902,Gabinete do Senador Jorge Kajuru,13368.79,CARGO EM COMISSÃO
3904,Escritório de Apoio do Senador Rodrigo Pacheco,6927.76,CARGO EM COMISSÃO
3905,Gabinete do Senador Roberto Rocha,13368.79,CARGO EM COMISSÃO
3906,Gabinete do Senador Rodrigo Pacheco,13420.92,CARGO EM COMISSÃO
3907,Escritório de Apoio 1 da Senadora Rose de Freitas,13484.59,CARGO EM COMISSÃO
3909,Gabinete do Senador Omar Aziz,8703.35,CARGO EM COMISSÃO
3911,Gabinete do Senador Sérgio Petecão,13368.79,CARGO EM COMISSÃO
3912,Gabinete do Senador Rodrigo Pacheco,13368.79,CARGO EM COMISSÃO
3913,Escritório de Apoio 1 do Senador Marcos do Val,13368.79,CARGO EM COMISSÃO
3915,Gabinete da Senadora Soraya Thronicke,13368.79,CARGO EM COMISSÃO
3916,Gabinete do Senador Mecias de Jesus,13368.79,CARGO EM COMISSÃO
