,LOTAÇÃO EXERCÍCIO,REM_LIQUIDA,CATEGORIA
3121,Escritório de Apoio 1 do Senador Weverton Rocha,4605.68,CARGO EM COMISSÃO
3122,Gabinete do Senador Luiz Carlos do Carmo,4553.53,CARGO EM COMISSÃO
3123,Escritório de Apoio 1 do Senador Marcos Rogério,4553.53,CARGO EM COMISSÃO
3127,Escritório de Apoio 1 do Senador Zequinha Marinho,4553.53,CARGO EM COMISSÃO
3128,Escritório de Apoio 1 do Senador Jayme Campos,4553.53,CARGO EM COMISSÃO
3129,Escritório de Apoio do Senador Rodrigo Pacheco,4553.53,CARGO EM COMISSÃO
3130,Escritório de Apoio 1 do Senador Jaques Wagner,4605.68,CARGO EM COMISSÃO
3131,Gabinete do Senador Jaques Wagner,4553.53,CARGO EM COMISSÃO
3132,Gabinete do Senador Wellington Fagundes,4553.53,CARGO EM COMISSÃO
3133,Gabinete da Senadora Simone Tebet,4553.53,CARGO EM COMISSÃO
3134,Escritório de Apoio 1 do Senador Rogério Carvalho,4553.53,CARGO EM COMISSÃO
3135,Gabinete da Senadora Nilda Gondim,4553.53,CARGO EM COMISSÃO
3137,Gabinete do Senador Acir Gurgacz,4553.53,CARGO EM COMISSÃO
3138,Escritório de Apoio 1 do Senador Marcos do Val,4553.53,CARGO EM COMISSÃO
3139,Gabinete do Senador Chico Rodrigues,4553.53,CARGO EM COMISSÃO
3140,Gabinete do Senador Veneziano Vital do Rêgo,4605.68,CARGO EM COMISSÃO
3141,Gabinete do Senador Eduardo Gomes,4553.53,CARGO EM COMISSÃO
3142,Gabinete do Senador Omar Aziz,4553.53,CARGO EM COMISSÃO
3143,Escritório de Apoio do Senador Eduardo Braga,4553.53,CARGO EM COMISSÃO
3144,Gabinete do Senador Romário,4553.53,CARGO EM COMISSÃO
3145,Gabinete do Senador Jayme Campos,4553.53,CARGO EM COMISSÃO
3147,Escritório de Apoio 1 do Senador Jaques Wagner,4553.53,CARGO EM COMISSÃO
3148,Escritório de Apoio 1 do Senador Zequinha Marinho,4553.53,CARGO EM COMISSÃO
3149,Gabinete do Senador Nelsinho Trad,4553.53,CARGO EM COMISSÃO
3150,Escritório Apoio 1 do Senador Randolfe Rodrigues,4553.53,CARGO EM COMISSÃO
3151,Gabinete do Senador Nelsinho Trad,4553.53,CARGO EM COMISSÃO
3152,Gabinete da Senadora Nilda Gondim,4553.53,CARGO EM COMISSÃO
3153,Gabinete da Senadora Nilda Gondim,-596.59,CARGO EM COMISSÃO
3154,Gabinete do Senador Marcos Rogério,3396.85,CARGO EM COMISSÃO
3155,Gabinete do Senador José Serra,4605.68,CARGO EM COMISSÃO
3157,Escritório de Apoio do Senador Humberto Costa,4553.53,CARGO EM COMISSÃO
3158,Escritório de Apoio 1 do Senador Marcos Rogério,4553.53,CARGO EM COMISSÃO
3159,Gabinete do Senador Zequinha Marinho,4534.86,CARGO EM COMISSÃO
3162,Gabinete do Senador Nelsinho Trad,4553.53,CARGO EM COMISSÃO
3163,Escritório de Apoio 1 do Senador Jorginho Mello,4553.53,CARGO EM COMISSÃO
3164,Escritório de Apoio 2 Senador Luis Carlos Heinze,4553.53,CARGO EM COMISSÃO
3166,Escritório de Apoio 1 do Senador Jorginho Mello,4553.53,CARGO EM COMISSÃO
3167,Escritório de Apoio 1 do Senador Alessandro Vieira,4553.53,CARGO EM COMISSÃO
3168,Gabinete do Senador Jorginho Mello,5025.7,CARGO EM COMISSÃO
3169,Escritório de Apoio 1 do Senador Zequinha Marinho,4553.53,CARGO EM COMISSÃO
3170,Escritório de Apoio 1 do Senador Carlos Fávaro,4553.53,CARGO EM COMISSÃO
3172,Escritório de Apoio do Senador Acir Gurgacz,4553.53,CARGO EM COMISSÃO
3174,Escritório de Apoio 1 do Senador Alessandro Vieira,4553.53,CARGO EM COMISSÃO
3175,Escritório de Apoio nº1 do Senador Carlos Portinho,4553.53,CARGO EM COMISSÃO
3176,Escritório de Apoio 1 do Senador Otto Alencar,4553.53,CARGO EM COMISSÃO
3177,Escritório de Apoio nº1 do Senador Carlos Portinho,4553.53,CARGO EM COMISSÃO
3179,Escritório de Apoio nº1 do Senador Carlos Portinho,4553.53,CARGO EM COMISSÃO
3180,Escritório de Apoio 2 da Senadora Soraya Thronicke,4553.53,CARGO EM COMISSÃO
3181,Escritório de Apoio do Senador Paulo Paim,3749.4,CARGO EM COMISSÃO
3182,Escritório de Apoio do Senador Paulo Paim,266.12,CARGO EM COMISSÃO
3184,Gabinete do Senador Plínio Valério,4745.01,CARGO EM COMISSÃO
3185,Gabinete do Senador Roberto Rocha,4553.53,CARGO EM COMISSÃO
3186,Gabinete do Senador Reguffe,4553.53,CARGO EM COMISSÃO
3187,Gabinete da Senadora Leila Barros,4553.53,CARGO EM COMISSÃO
3189,Gabinete do Senador Carlos Portinho,4553.53,CARGO EM COMISSÃO
3190,Escritório de Apoio 1 do Senador Lucas Barreto,4553.53,CARGO EM COMISSÃO
3191,Escritório de Apoio 1 da Senadora Zenaide Maia,4553.53,CARGO EM COMISSÃO
3192,Gabinete do Senador Elmano Férrer,4553.53,CARGO EM COMISSÃO
3193,Escritório de Apoio 1 do Senador Rogério Carvalho,4553.53,CARGO EM COMISSÃO
3194,Escritório de Apoio 1 do Senador Plínio Valério,4553.53,CARGO EM COMISSÃO
3195,Gabinete do Senador Alessandro Vieira,5103.07,CARGO EM COMISSÃO
3196,Gabinete do Senador Jorginho Mello,4553.53,CARGO EM COMISSÃO
3197,Escritório de Apoio 1 do Senador Vanderlan Cardoso,5103.07,CARGO EM COMISSÃO
3198,Escritório de Apoio nº1 do Senador Carlos Portinho,5103.07,CARGO EM COMISSÃO
3199,Gabinete do Senador Alessandro Vieira,4322.79,CARGO EM COMISSÃO
3200,Gabinete do Senador Roberto Rocha,4322.79,CARGO EM COMISSÃO
3201,Escritório de Apoio 1 do Senador Marcos Rogério,4322.79,CARGO EM COMISSÃO
3203,Escritório de Apoio 1 do Senador Jean Paul Prates,4081.09,CARGO EM COMISSÃO
3204,Escritório de Apoio 1 do Senador Marcelo de Castro,4081.09,CARGO EM COMISSÃO
3205,Escritório de Apoio 1 do Senador Jaques Wagner,3321.61,CARGO EM COMISSÃO
3206,Gabinete do Senador Eduardo Braga,2777.87,CARGO EM COMISSÃO
3207,Gabinete do Senador Jorginho Mello,2478.45,CARGO EM COMISSÃO
3208,Gabinete da Senadora Kátia Abreu,2327.83,CARGO EM COMISSÃO
3209,Escritório de Apoio 1 do Senador Paulo Rocha,1700.28,CARGO EM COMISSÃO
3210,Gabinete do Senador Acir Gurgacz,5977.11,CARGO EM COMISSÃO
3213,Gabinete do Senador Romário,6846.48,CARGO EM COMISSÃO
3214,Gabinete do Senador Ciro Nogueira,6464.37,CARGO EM COMISSÃO
3216,Escritório de Apoio 1 do Senador Rodrigo Cunha,7551.0,CARGO EM COMISSÃO
3219,Gabinete da Senadora Mara Gabrilli,6950.75,CARGO EM COMISSÃO
3220,Escritório de Apoio do Senador Paulo Paim,6846.48,CARGO EM COMISSÃO
3221,Gabinete do Senador Renan Calheiros,7505.45,CARGO EM COMISSÃO
3222,Gabinete do Senador Eduardo Gomes,7629.84,CARGO EM COMISSÃO
3224,Gabinete do Senador Nelsinho Trad,6846.48,CARGO EM COMISSÃO
3227,Escritório de Apoio do Senador Alvaro Dias,6846.48,CARGO EM COMISSÃO
3228,Gabinete do Senador Fernando Collor,6846.48,CARGO EM COMISSÃO
3230,Gabinete do Senador Veneziano Vital do Rêgo,6846.48,CARGO EM COMISSÃO
3231,Gabinete do Senador Omar Aziz,8330.25,CARGO EM COMISSÃO
3232,Gabinete do Senador Jayme Campos,7002.89,CARGO EM COMISSÃO
3233,Gabinete do Senador Lasier Martins,6846.48,CARGO EM COMISSÃO
3234,Gabinete do Senador Renan Calheiros,9340.4,CARGO EM COMISSÃO
3235,Gabinete do Senador Márcio Bittar,8509.61,CARGO EM COMISSÃO
3237,Escritório de Apoio do Senador Renan Calheiros,6950.75,CARGO EM COMISSÃO
3238,Escritório de Apoio do Senador Paulo Paim,6846.48,CARGO EM COMISSÃO
3239,Gabinete da Senadora Nilda Gondim,6846.48,CARGO EM COMISSÃO
3240,Gabinete do Senador Fabiano Contarato,6950.75,CARGO EM COMISSÃO
3241,Gabinete do Senador Angelo Coronel,6846.48,CARGO EM COMISSÃO
3242,Gabinete do Senador Renan Calheiros,6846.48,CARGO EM COMISSÃO
3243,Gabinete do Senador Veneziano Vital do Rêgo,6846.48,CARGO EM COMISSÃO
3244,Gabinete do Senador Paulo Paim,7136.14,CARGO EM COMISSÃO
3245,Gabinete do Senador Flávio Bolsonaro,6898.62,CARGO EM COMISSÃO
3246,Gabinete da Senadora Maria do Carmo Alves,6846.48,CARGO EM COMISSÃO
3247,Gabinete do Senador José Serra,6898.62,CARGO EM COMISSÃO
3249,Gabinete do Senador Fernando Collor,6846.48,CARGO EM COMISSÃO
3250,Gabinete do Senador Jayme Campos,6846.48,CARGO EM COMISSÃO
3252,Gabinete do Senador José Serra,6898.62,CARGO EM COMISSÃO
3256,Gabinete do Senador Izalci Lucas,7093.87,CARGO EM COMISSÃO
3257,Gabinete do Senador Renan Calheiros,6846.48,CARGO EM COMISSÃO
3258,Gabinete do Senador Dário Berger,6846.48,CARGO EM COMISSÃO
3259,Gabinete da Senadora Kátia Abreu,6898.62,CARGO EM COMISSÃO
3260,Escritório de Apoio do Senador Jarbas Vasconcelos,6846.48,CARGO EM COMISSÃO
3261,Gabinete do Senador Elmano Férrer,8484.26,CARGO EM COMISSÃO
3263,Escritório de Apoio do Senador Renan Calheiros,6846.48,CARGO EM COMISSÃO
3264,Escritório de Apoio do Senador Alvaro Dias,6846.48,CARGO EM COMISSÃO
3267,Gabinete do Senador Humberto Costa,6846.48,CARGO EM COMISSÃO
3269,Gabinete do Senador Omar Aziz,4786.36,CARGO EM COMISSÃO
3270,Gabinete do Senador Dário Berger,7611.16,CARGO EM COMISSÃO
3271,Gabinete do Senador Flávio Bolsonaro,6846.48,CARGO EM COMISSÃO
3272,Gabinete do Senador Dário Berger,6846.48,CARGO EM COMISSÃO
3273,Gabinete do Senador Acir Gurgacz,8511.19,CARGO EM COMISSÃO
3274,Gabinete da Senadora Simone Tebet,6898.62,CARGO EM COMISSÃO
3275,Gabinete do Senador Fernando Collor,6846.48,CARGO EM COMISSÃO
3276,Gabinete do Senador Paulo Paim,6846.48,CARGO EM COMISSÃO
3277,Escritório de Apoio do Senador Renan Calheiros,6846.48,CARGO EM COMISSÃO
3278,Gabinete do Senador Paulo Paim,7055.02,CARGO EM COMISSÃO
3279,Gabinete da Senadora Simone Tebet,6846.48,CARGO EM COMISSÃO
3284,Gabinete do Senador Renan Calheiros,6846.48,CARGO EM COMISSÃO
3285,Gabinete do Senador Zequinha Marinho,6846.48,CARGO EM COMISSÃO
3286,Gabinete do Senador Lasier Martins,6846.48,CARGO EM COMISSÃO
3287,Gabinete do Senador Sérgio Petecão,6907.17,CARGO EM COMISSÃO
3288,Gabinete do Senador Marcelo Castro,6898.62,CARGO EM COMISSÃO
3289,Escritório Apoio 1 do Senador Randolfe Rodrigues,6898.62,CARGO EM COMISSÃO
3290,Gabinete do Senador Sérgio Petecão,8715.46,CARGO EM COMISSÃO
3291,Gabinete do Senador Luis Carlos Heinze,8509.61,CARGO EM COMISSÃO
3292,Escritório de Apoio do Senador Paulo Paim,6846.48,CARGO EM COMISSÃO
3293,Gabinete do Senador Fernando Collor,6898.62,CARGO EM COMISSÃO
3294,Gabinete do Senador Veneziano Vital do Rêgo,7002.89,CARGO EM COMISSÃO
3296,Gabinete do Senador Alvaro Dias,7034.75,CARGO EM COMISSÃO
3298,Gabinete do Senador Eduardo Braga,6898.62,CARGO EM COMISSÃO
3299,Gabinete do Senador Nelsinho Trad,8910.28,CARGO EM COMISSÃO
3301,Gabinete da Senadora Soraya Thronicke,6846.48,CARGO EM COMISSÃO
3302,Gabinete do Senador Antônio Anastasia,6898.62,CARGO EM COMISSÃO
3303,Gabinete do Senador Ciro Nogueira,4838.51,CARGO EM COMISSÃO
3304,Gabinete do Senador Ciro Nogueira,6997.68,CARGO EM COMISSÃO
3305,Escritório de Apoio do Senador Ciro Nogueira,6846.48,CARGO EM COMISSÃO
3306,Gabinete do Senador Ciro Nogueira,6898.62,CARGO EM COMISSÃO
3307,Escritório de Apoio 1 do Senador Jader Barbalho,6846.48,CARGO EM COMISSÃO
3308,Gabinete da Senadora Rose de Freitas,6898.62,CARGO EM COMISSÃO
3309,Gabinete da Senadora Daniella Ribeiro,6846.48,CARGO EM COMISSÃO
3311,Escritório de Apoio do Senador Renan Calheiros,7317.17,CARGO EM COMISSÃO
3312,Gabinete da Senadora Kátia Abreu,6898.62,CARGO EM COMISSÃO
3314,Gabinete do Senador Angelo Coronel,6846.48,CARGO EM COMISSÃO
3315,Gabinete do Senador Marcos Rogério,6846.48,CARGO EM COMISSÃO
3316,Gabinete do Senador Cid Gomes,6846.48,CARGO EM COMISSÃO
3317,Gabinete do Senador Jáder Barbalho,6846.48,CARGO EM COMISSÃO
3320,Gabinete do Senador Telmário Mota,6846.48,CARGO EM COMISSÃO
3321,Gabinete do Senador Eduardo Braga,6846.48,CARGO EM COMISSÃO
3322,Gabinete do Senador Jáder Barbalho,6846.48,CARGO EM COMISSÃO
3323,Gabinete da Senadora Soraya Thronicke,6846.48,CARGO EM COMISSÃO
3325,Gabinete do Senador Mecias de Jesus,8509.61,CARGO EM COMISSÃO
3329,Gabinete da Senadora Simone Tebet,6846.48,CARGO EM COMISSÃO
3330,Gabinete do Senador Irajá,6846.48,CARGO EM COMISSÃO
3331,Gabinete da Senadora Simone Tebet,6846.48,CARGO EM COMISSÃO
3333,Gabinete do Senador Jayme Campos,6846.48,CARGO EM COMISSÃO
3334,Gabinete do Senador Mecias de Jesus,8509.61,CARGO EM COMISSÃO
3336,Gabinete do Senador Fernando Bezerra Coelho,6898.62,CARGO EM COMISSÃO
3337,Escritório de Apoio 1 do Senador Paulo Rocha,6898.62,CARGO EM COMISSÃO
3338,Gabinete do Senador Lasier Martins,6846.48,CARGO EM COMISSÃO
3339,Gabinete da Senadora Mailza Gomes,8676.59,CARGO EM COMISSÃO
3340,Gabinete do Senador Tasso Jereissati,6898.62,CARGO EM COMISSÃO
3341,Gabinete do Senador Wellington Fagundes,6846.48,CARGO EM COMISSÃO
3342,Gabinete do Senador Otto Alencar,6846.48,CARGO EM COMISSÃO
3344,Gabinete do Senador Luiz Carlos do Carmo,6950.75,CARGO EM COMISSÃO
3345,Escritório de Apoio 1 do Senador Antônio Anastasia,6846.48,CARGO EM COMISSÃO
3346,Gabinete da Senadora Simone Tebet,7002.89,CARGO EM COMISSÃO
3347,Escritório de Apoio 1 do Senador Paulo Rocha,6898.62,CARGO EM COMISSÃO
3348,Escritório de Apoio 1 do Senador Paulo Rocha,6770.23,CARGO EM COMISSÃO
3349,Gabinete do Senador Otto Alencar,6898.62,CARGO EM COMISSÃO
3350,Escritório de Apoio nº 1 do Senador Lasier Martins,6846.48,CARGO EM COMISSÃO
3351,Escritório de Apoio 1 da Senadora Rose de Freitas,6846.48,CARGO EM COMISSÃO
3353,Escritório de Apoio nº 1 da Senadora Nilda Gondim,6846.48,CARGO EM COMISSÃO
3354,Gabinete do Senador Omar Aziz,8411.79,CARGO EM COMISSÃO
3355,Gabinete do Senador Antônio Anastasia,4786.36,CARGO EM COMISSÃO
3356,Gabinete da Senadora Rose de Freitas,7204.2,CARGO EM COMISSÃO
3360,Gabinete da Senadora Mailza Gomes,6898.62,CARGO EM COMISSÃO
3362,Gabinete do Senador Ciro Nogueira,5702.74,CARGO EM COMISSÃO
3363,Gabinete do Senador Lasier Martins,6950.75,CARGO EM COMISSÃO
3366,Escritório de Apoio 1 da Senadora Rose de Freitas,7082.46,CARGO EM COMISSÃO
3368,Gabinete do Senador Elmano Férrer,6846.48,CARGO EM COMISSÃO
3371,Escritório de Apoio 1 do Senador Dário Berger,6898.62,CARGO EM COMISSÃO
3372,Gabinete do Senador Roberto Rocha,8509.61,CARGO EM COMISSÃO
3373,Escritório de Apoio nº 1 da Senadora Nilda Gondim,6846.48,CARGO EM COMISSÃO
3375,Gabinete da Senadora Mailza Gomes,6846.48,CARGO EM COMISSÃO
3377,Escritório de Apoio 1 do Senador Jader Barbalho,6898.62,CARGO EM COMISSÃO
3378,Gabinete do Senador Reguffe,7055.02,CARGO EM COMISSÃO
3379,Gabinete do Senador Reguffe,6898.62,CARGO EM COMISSÃO
3380,Escritório de Apoio 1 do Senador Romário,6846.48,CARGO EM COMISSÃO
3381,Gabinete do Senador Antônio Anastasia,6846.48,CARGO EM COMISSÃO
3382,Gabinete do Senador Paulo Rocha,6846.48,CARGO EM COMISSÃO
3383,Gabinete do Senador Davi Alcolumbre,6898.62,CARGO EM COMISSÃO
3384,Escritório de Apoio 1 do Senador Paulo Rocha,6898.62,CARGO EM COMISSÃO
3385,Gabinete do Senador Romário,6846.48,CARGO EM COMISSÃO
3386,Gabinete do Senador Styvenson Valentim,6950.75,CARGO EM COMISSÃO
3387,Gabinete do Senador Roberto Rocha,6846.48,CARGO EM COMISSÃO
3389,Escritório de Apoio 1 do Senador Roberto Rocha,6846.48,CARGO EM COMISSÃO
3391,Escritório de Apoio 1 do Senador Nelsinho Trad,6846.48,CARGO EM COMISSÃO
3392,Escritório de Apoio nº 1 do Senador Lasier Martins,6846.48,CARGO EM COMISSÃO
3393,Escritório de Apoio do Senador Sérgio Petecão,6846.48,CARGO EM COMISSÃO
3395,Escritório de Apoio 1 do Senador Roberto Rocha,6846.48,CARGO EM COMISSÃO
3397,Escritório de Apoio 1 do Senador Telmário Mota,6846.48,CARGO EM COMISSÃO
3398,Gabinete do Senador José Serra,6846.48,CARGO EM COMISSÃO
3399,Escritório de Apoio do Senador Ciro Nogueira,6950.75,CARGO EM COMISSÃO
3400,Gabinete do Senador Davi Alcolumbre,6950.75,CARGO EM COMISSÃO
3403,Gabinete do Senador Paulo Paim,6846.48,CARGO EM COMISSÃO
3404,Gabinete do Senador Elmano Férrer,6846.48,CARGO EM COMISSÃO
3406,Escritório de Apoio 1 do Senador Omar Aziz,6846.48,CARGO EM COMISSÃO
3408,Gabinete do Senador Roberto Rocha,6898.62,CARGO EM COMISSÃO
3409,Gabinete do Senador Elmano Férrer,4786.36,CARGO EM COMISSÃO
3411,Gabinete do Senador Fabiano Contarato,7079.42,CARGO EM COMISSÃO
3412,Gabinete do Senador Humberto Costa,6846.48,CARGO EM COMISSÃO
3413,Escritório de Apoio 1 do Senador Dário Berger,6846.48,CARGO EM COMISSÃO
3414,Gabinete do Senador Plínio Valério,6846.48,CARGO EM COMISSÃO
3415,Escritório de Apoio nº 1 da Senadora Nilda Gondim,6846.48,CARGO EM COMISSÃO
3418,Gabinete do Senador Antônio Anastasia,6846.48,CARGO EM COMISSÃO
3419,Gabinete da Senadora Kátia Abreu,7002.89,CARGO EM COMISSÃO
3420,Gabinete do Senador Izalci Lucas,6846.48,CARGO EM COMISSÃO
3421,Gabinete do Senador Irajá,6846.48,CARGO EM COMISSÃO
3423,Escritório de Apoio 1 do Senador Mecias de Jesus,6846.48,CARGO EM COMISSÃO
3424,Gabinete do Senador Mecias de Jesus,6846.48,CARGO EM COMISSÃO
3425,Gabinete do Senador Rogério Carvalho,6846.48,CARGO EM COMISSÃO
3426,Escritório de Apoio 1 do Senador Plínio Valério,6898.62,CARGO EM COMISSÃO
3427,Gabinete do Senador Jorginho Mello,8672.83,CARGO EM COMISSÃO
3428,Escritório de Apoio 1 do Senador Rogério Carvalho,6846.48,CARGO EM COMISSÃO
3429,Gabinete do Senador Confúcio Moura,6846.48,CARGO EM COMISSÃO
3430,Gabinete do Senador Carlos Portinho,7002.89,CARGO EM COMISSÃO
3431,Escritório de Apoio 1 do Senador Chico Rodrigues,6846.48,CARGO EM COMISSÃO
3432,Gabinete do Senador Elmano Férrer,6846.48,CARGO EM COMISSÃO
3433,Gabinete do Senador Marcos do Val,6846.48,CARGO EM COMISSÃO
3434,Escritório de Apoio 1 do Senador Angelo Coronel,6846.48,CARGO EM COMISSÃO
3435,Escritório de Apoio 1 da Senadora Soraya Thronicke,6950.75,CARGO EM COMISSÃO
3436,Escritório de Apoio 1 do Senador Marcos do Val,6846.48,CARGO EM COMISSÃO
3437,Gabinete do Senador Confúcio Moura,6849.92,CARGO EM COMISSÃO
3438,Escritório de Apoio 1 do Senador Rogério Carvalho,6846.48,CARGO EM COMISSÃO
3439,Escritório de Apoio do Senador Flávio Arns,6846.48,CARGO EM COMISSÃO
3440,Gabinete do Senador Flávio Bolsonaro,6846.48,CARGO EM COMISSÃO
3441,Escritório de Apoio 1 do Senador Marcos do Val,6846.48,CARGO EM COMISSÃO
3442,Gabinete do Senador Flávio Bolsonaro,6898.62,CARGO EM COMISSÃO
3443,Escritório de Apoio 1 do Senador Flávio Bolsonaro,6846.48,CARGO EM COMISSÃO
3444,Gabinete da Senadora Mara Gabrilli,6846.48,CARGO EM COMISSÃO
3445,Escritório de Apoio nº 1 do Senador Irajá,6846.48,CARGO EM COMISSÃO
3446,Gabinete da Senadora Mara Gabrilli,6950.75,CARGO EM COMISSÃO
3447,Gabinete do Senador Eduardo Girão,6950.75,CARGO EM COMISSÃO
3448,Escritório de Apoio 1 do Senador Mecias de Jesus,6846.48,CARGO EM COMISSÃO
3449,Gabinete do Senador Jorge Kajuru,6846.48,CARGO EM COMISSÃO
3450,Escritório de Apoio 2 Senador Luis Carlos Heinze,6846.48,CARGO EM COMISSÃO
3451,Escritório de Apoio 1 do Senador Jorginho Mello,6846.48,CARGO EM COMISSÃO
3452,Gabinete do Senador Plínio Valério,6898.62,CARGO EM COMISSÃO
3453,Gabinete da Senadora Leila Barros,4786.36,CARGO EM COMISSÃO
3454,Gabinete da Senadora Leila Barros,6898.62,CARGO EM COMISSÃO
3455,Gabinete do Senador Plínio Valério,7055.02,CARGO EM COMISSÃO
3456,Gabinete do Senador Luis Carlos Heinze,6898.62,CARGO EM COMISSÃO
3457,Gabinete do Senador Mecias de Jesus,6898.62,CARGO EM COMISSÃO
3458,Gabinete do Senador Eduardo Gomes,6846.48,CARGO EM COMISSÃO
3459,Escritório de Apoio 1 da Senadora Daniella Ribeiro,6846.48,CARGO EM COMISSÃO
3460,Gabinete da Senadora Eliziane Gama,7971.2,CARGO EM COMISSÃO
3461,Escritório de Apoio 1 do Senador Mecias de Jesus,6846.48,CARGO EM COMISSÃO
3462,Escritório de Apoio nº 1 do Senador Eduardo Gomes,6898.62,CARGO EM COMISSÃO
3463,Escritório de Apoio nº 1 do Senador Eduardo Gomes,6846.48,CARGO EM COMISSÃO
3464,Escritório de Apoio 1 do Senador Marcos Rogério,6846.48,CARGO EM COMISSÃO
3465,Gabinete do Senador Oriovisto Guimarães,6846.48,CARGO EM COMISSÃO
3466,Escritório de Apoio 1 do Senador Mecias de Jesus,6898.62,CARGO EM COMISSÃO
3467,Gabinete do Senador Veneziano Vital do Rêgo,6846.48,CARGO EM COMISSÃO
3468,Gabinete do Senador Weverton Rocha,6846.48,CARGO EM COMISSÃO
3469,Gabinete do Senador Marcelo Castro,6846.48,CARGO EM COMISSÃO
3470,Gabinete do Senador Major Olimpio,7002.89,CARGO EM COMISSÃO
3471,Gabinete do Senador Carlos Viana,6846.48,CARGO EM COMISSÃO
3472,Escritório de Apoio 1 do Senador Flávio Bolsonaro,6846.48,CARGO EM COMISSÃO
3473,Gabinete do Senador Alessandro Vieira,6846.48,CARGO EM COMISSÃO
3474,Escritório de Apoio 1 do Senador Angelo Coronel,6846.48,CARGO EM COMISSÃO
3475,Gabinete do Senador Flávio Bolsonaro,6846.48,CARGO EM COMISSÃO
3476,Escritório de Apoio 1 do Senador Nelsinho Trad,6846.48,CARGO EM COMISSÃO
3477,Gabinete do Senador Nelsinho Trad,8524.84,CARGO EM COMISSÃO
3478,Escritório de Apoio 1 do Senador Mecias de Jesus,6950.75,CARGO EM COMISSÃO
3479,Escritório de Apoio 1 da Senadora Zenaide Maia,6898.62,CARGO EM COMISSÃO
3480,Escritório de Apoio do Senador Rodrigo Pacheco,6950.75,CARGO EM COMISSÃO
3481,Gabinete do Senador Esperidião Amin,6846.48,CARGO EM COMISSÃO
3482,Escritório de Apoio 1 da Senadora Daniella Ribeiro,6846.48,CARGO EM COMISSÃO
3483,Escritório de Apoio 1 do Senador Plínio Valério,6846.48,CARGO EM COMISSÃO
3484,Escritório de Apoio 1 do Senador Marcelo de Castro,6846.48,CARGO EM COMISSÃO
3485,Gabinete do Senador Lucas Barreto,6846.48,CARGO EM COMISSÃO
3487,Gabinete da Senadora Eliziane Gama,6846.48,CARGO EM COMISSÃO
3488,Escritório de Apoio 1 do Senador Esperidião Amin,6846.48,CARGO EM COMISSÃO
3489,Escritório de Apoio 1 do Senador Marcelo de Castro,6846.48,CARGO EM COMISSÃO
3490,Escritório de Apoio 1 do Senador Dário Berger,6846.48,CARGO EM COMISSÃO
3491,Gabinete da Senadora Eliziane Gama,7071.14,CARGO EM COMISSÃO
3492,Escritório de Apoio do Senador Rodrigo Pacheco,6846.48,CARGO EM COMISSÃO
3494,Gabinete do Senador Luis Carlos Heinze,6846.48,CARGO EM COMISSÃO
3495,Escritório de Apoio 1 do Senador Marcos do Val,7056.87,CARGO EM COMISSÃO
3497,Gabinete do Senador Jaques Wagner,6846.48,CARGO EM COMISSÃO
3498,Escritório Apoio 1 do Senador Randolfe Rodrigues,6846.48,CARGO EM COMISSÃO
3499,Gabinete do Senador Marcos do Val,7371.54,CARGO EM COMISSÃO
3500,Escritório de Apoio 1 do Senador Dário Berger,6898.62,CARGO EM COMISSÃO
3501,Gabinete do Senador Rodrigo Cunha,5163.29,CARGO EM COMISSÃO
3502,Escritório de Apoio 1 do Senador Chico Rodrigues,6057.49,CARGO EM COMISSÃO
3503,Gabinete da Senadora Zenaide Maia,6846.48,CARGO EM COMISSÃO
3504,Gabinete da Senadora Zenaide Maia,7002.89,CARGO EM COMISSÃO
3505,Gabinete do Senador Omar Aziz,6846.48,CARGO EM COMISSÃO
3506,Gabinete do Senador Marcelo Castro,6846.48,CARGO EM COMISSÃO
3507,Escritório de Apoio 1 do Senador Zequinha Marinho,6898.62,CARGO EM COMISSÃO
3508,Gabinete da Senadora Nilda Gondim,6846.48,CARGO EM COMISSÃO
3509,Gabinete do Senador Rodrigo Pacheco,6846.48,CARGO EM COMISSÃO
3510,Escritório de Apoio 1 do Senador Angelo Coronel,6846.48,CARGO EM COMISSÃO
3511,Gabinete do Senador Veneziano Vital do Rêgo,6898.62,CARGO EM COMISSÃO
3512,Gabinete da Senadora Leila Barros,6950.75,CARGO EM COMISSÃO
3514,Gabinete da Senadora Soraya Thronicke,6846.48,CARGO EM COMISSÃO
3515,Escritório de Apoio 1 do Senador Jorginho Mello,6846.48,CARGO EM COMISSÃO
3516,Escritório de Apoio 1 do Senador Nelsinho Trad,6846.48,CARGO EM COMISSÃO
3517,Escritório de Apoio 1 do Senador Jorge Kajuru,6898.62,CARGO EM COMISSÃO
3518,Gabinete do Senador Vanderlan Cardoso,6846.48,CARGO EM COMISSÃO
3519,Gabinete do Senador Eduardo Gomes,7492.89,CARGO EM COMISSÃO
3520,Escritório de Apoio do Senador Rodrigo Pacheco,6846.48,CARGO EM COMISSÃO
3521,Escritório de Apoio 1 da Senadora Daniella Ribeiro,6846.48,CARGO EM COMISSÃO
3523,Escritório de Apoio 1 do Senador Jaques Wagner,6898.62,CARGO EM COMISSÃO
3524,Gabinete do Senador Marcos do Val,6846.48,CARGO EM COMISSÃO
3525,Escritório de Apoio nº1 do Senador Carlos Portinho,6846.48,CARGO EM COMISSÃO
3526,Gabinete do Senador Lucas Barreto,6846.48,CARGO EM COMISSÃO
